name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats,brand,model,model_variants,km_driven_bin,engine_bin,mileage_bin
Hyundai Grand i10 Sportz,2015,511000,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai,Grand,i10 Sportz,20000 km - 30000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Fiat Grande Punto 1.4 Emotion,2009,150000,55000,Petrol,Individual,Manual,First Owner,14.6,1368,88.7,5.0,Fiat,Grande,Punto 1.4 Emotion,50000 km - 60000 km,1300 cc - 1400 cc,10 kmpl - 15 kmpl
Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,8.0,Toyota,Innova,Crysta 2.7 GX AT 8 STR,30000 km - 40000 km,2600 cc - 2700 cc,10 kmpl - 15 kmpl
Maruti Alto 800 LXI,2013,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Maruti,Alto,800 LXI,70000 km - 80000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Maruti Baleno Delta 1.2,2018,550000,30000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,Maruti,Baleno,Delta 1.2,20000 km - 30000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Alto K10 VXI,2017,325000,3564,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti,Alto,K10 VXI,0 km - 10000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Maruti Swift Dzire VDI Optional,2015,525000,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti,Swift,Dzire VDI Optional,70000 km - 80000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Force One SX ABS 7 Seating,2018,1050000,13000,Diesel,Individual,Manual,First Owner,17.0,2200,139.01,7.0,Force,One,SX ABS 7 Seating,10000 km - 20000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Tata Indigo CS eVX,2012,300000,120000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5.0,Tata,Indigo,CS eVX,110000 km - 120000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Chevrolet Beat LT,2011,120000,90000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5.0,Chevrolet,Beat,LT,80000 km - 90000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,Jaguar,XE,2016-2019 2.0L Diesel Prestige,0 km - 10000 km,1900 cc - 2000 cc,10 kmpl - 15 kmpl
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,Lexus,ES,300h,10000 km - 20000 km,2400 cc - 2500 cc,20 kmpl - 25 kmpl
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,Jaguar,XF,2.0 Diesel Portfolio,40000 km - 50000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,Tata,Safari,Storme EX,100000 km - 110000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,Volvo,XC40,D4 Inscription BSIV,10000 km - 20000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,Toyota,Camry,2.5 Hybrid,60000 km - 70000 km,2400 cc - 2500 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,Maruti,Wagon,R LXI,50000 km - 60000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,Maruti,Baleno,Alpha 1.3,30000 km - 40000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,Honda,Jazz,VX,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,Toyota,Innova,2.5 VX (Diesel) 7 Seater,70000 km - 80000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,AMT VVT VXI,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,Toyota,Etios,VX,20000 km - 30000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,AMT ZXI,60000 km - 70000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,Hyundai,Grand,i10 1.2 CRDi Sportz,50000 km - 60000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW,X4,M Sport X xDrive20d,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW,X4,M Sport X xDrive20d,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,Honda,Amaze,V CVT Petrol BSIV,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,Skoda,Rapid,1.6 MPI AT Elegance,10000 km - 20000 km,1500 cc - 1600 cc,10 kmpl - 15 kmpl
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,Volvo,V40,D3 R-Design,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Hyundai Santro Xing GLS,2011,170000,50000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,5.0,Hyundai,Santro,Xing GLS,40000 km - 50000 km,1000 cc - 1100 cc,15 kmpl - 20 kmpl
Tata Indigo CS eLX BS IV,2010,320000,42000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5.0,Tata,Indigo,CS eLX BS IV,40000 km - 50000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Maruti Celerio ZXI AT,2016,350000,17000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,5.0,Maruti,Celerio,ZXI AT,10000 km - 20000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Maruti Swift AMT VXI,2018,500000,40000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,AMT VXI,30000 km - 40000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Tata Indigo LS,2009,135000,137000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5.0,Tata,Indigo,LS,130000 km - 140000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Renault KWID RXL,2018,340000,20000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault,KWID,RXL,10000 km - 20000 km,700 cc - 800 cc,25 kmpl - 30 kmpl
Hyundai Grand i10 Sportz,2020,330000,70000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5.0,Hyundai,Grand,i10 Sportz,60000 km - 70000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti SX4 Vxi BSIV,2011,350000,48756,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,5.0,Maruti,SX4,Vxi BSIV,40000 km - 50000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Toyota Fortuner 4x2 AT,2015,1850000,30000,Diesel,Individual,Automatic,Second Owner,12.55,2982,168.5,7.0,Toyota,Fortuner,4x2 AT,20000 km - 30000 km,nan,10 kmpl - 15 kmpl
Hyundai Xcent 1.1 CRDi SX,2016,400000,110000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5.0,Hyundai,Xcent,1.1 CRDi SX,100000 km - 110000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000,80322,Diesel,Dealer,Manual,First Owner,17.8,1399,67.0,5.0,Ford,Fiesta,Classic 1.4 Duratorq CLXI,80000 km - 90000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Mahindra Scorpio 1.99 S4,2015,1000000,35000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7.0,Mahindra,Scorpio,1.99 S4,30000 km - 40000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Mahindra Scorpio S2 7 Seater,2017,850000,110000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7.0,Mahindra,Scorpio,S2 7 Seater,100000 km - 110000 km,2500 cc - 2600 cc,15 kmpl - 20 kmpl
Maruti SX4 ZDI Leather,2012,350000,70000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5.0,Maruti,SX4,ZDI Leather,60000 km - 70000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,Jaguar,XE,2016-2019 2.0L Diesel Prestige,0 km - 10000 km,1900 cc - 2000 cc,10 kmpl - 15 kmpl
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,Lexus,ES,300h,10000 km - 20000 km,2400 cc - 2500 cc,20 kmpl - 25 kmpl
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,Jaguar,XF,2.0 Diesel Portfolio,40000 km - 50000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,Tata,Safari,Storme EX,100000 km - 110000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,Volvo,XC40,D4 Inscription BSIV,10000 km - 20000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,Toyota,Camry,2.5 Hybrid,60000 km - 70000 km,2400 cc - 2500 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,Maruti,Wagon,R LXI,50000 km - 60000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,Maruti,Baleno,Alpha 1.3,30000 km - 40000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,Honda,Jazz,VX,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,Toyota,Innova,2.5 VX (Diesel) 7 Seater,70000 km - 80000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,AMT VVT VXI,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,Toyota,Etios,VX,20000 km - 30000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,AMT ZXI,60000 km - 70000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,Hyundai,Grand,i10 1.2 CRDi Sportz,50000 km - 60000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW,X4,M Sport X xDrive20d,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW,X4,M Sport X xDrive20d,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,Honda,Amaze,V CVT Petrol BSIV,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,Skoda,Rapid,1.6 MPI AT Elegance,10000 km - 20000 km,1500 cc - 1600 cc,10 kmpl - 15 kmpl
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,Volvo,V40,D3 R-Design,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Honda Mobilio RS i DTEC,2015,550000,120000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,7.0,Honda,Mobilio,RS i DTEC,110000 km - 120000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Tata Safari Storme VX,2015,925000,60000,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,7.0,Tata,Safari,Storme VX,50000 km - 60000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Mahindra Scorpio VLX AT AIRBAG BSIV,2010,509999,97000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,8.0,Mahindra,Scorpio,VLX AT AIRBAG BSIV,90000 km - 100000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Mahindra Xylo D2,2011,250000,100000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,8.0,Mahindra,Xylo,D2,90000 km - 100000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Hyundai i20 Active 1.2 SX,2015,500000,36000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,Hyundai,i20,Active 1.2 SX,30000 km - 40000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai Creta 1.4 CRDi S,2019,1050000,27000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5.0,Hyundai,Creta,1.4 CRDi S,20000 km - 30000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Maruti Swift Dzire VDI,2014,490000,50000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Maruti,Swift,Dzire VDI,40000 km - 50000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Eeco 5 Seater AC BSIV,2020,415000,15000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5.0,Maruti,Eeco,5 Seater AC BSIV,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Alto 800 LXI Anniversary Edition,2013,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Maruti,Alto,800 LXI Anniversary Edition,50000 km - 60000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Maruti Swift Dzire VDI,2018,680000,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Maruti,Swift,Dzire VDI,110000 km - 120000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Maruti Alto 800 LXI Airbag,2013,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Maruti,Alto,800 LXI Airbag,50000 km - 60000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2013,479000,173000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7.0,Mahindra,Scorpio,2009-2014 SLE 7S BSIV,170000 km - 180000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Maruti Alto 800 LXI,2016,270000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Maruti,Alto,800 LXI,50000 km - 60000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Hyundai i10 Era,2008,170000,70000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5.0,Hyundai,i10,Era,60000 km - 70000 km,1000 cc - 1100 cc,15 kmpl - 20 kmpl
Maruti Ciaz 1.4 Alpha,2018,764000,25000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5.0,Maruti,Ciaz,1.4 Alpha,20000 km - 30000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Mahindra Bolero 2011-2019 SLE,2019,710000,30000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra,Bolero,2011-2019 SLE,20000 km - 30000 km,2500 cc - 2600 cc,15 kmpl - 20 kmpl
Maruti Alto 800 VXI,2017,310000,35000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti,Alto,800 VXI,30000 km - 40000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Mahindra Bolero Power Plus SLX,2017,620000,100000,Diesel,Individual,Manual,Second Owner,16.5,1493,70.0,7.0,Mahindra,Bolero,Power Plus SLX,90000 km - 100000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Hyundai EON Sportz,2017,280000,31000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai,EON,Sportz,30000 km - 40000 km,800 cc - 900 cc,20 kmpl - 25 kmpl
Toyota Fortuner 4x2 AT,2015,1500000,80000,Diesel,Individual,Automatic,Second Owner,12.55,2982,168.5,7.0,Toyota,Fortuner,4x2 AT,70000 km - 80000 km,nan,10 kmpl - 15 kmpl
Hyundai Grand i10 Asta Option,2016,450000,40000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai,Grand,i10 Asta Option,30000 km - 40000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Mercedes-Benz GLA Class 200 D Sport Edition,2017,2199000,10000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136.0,5.0,Mercedes-Benz,GLA,Class 200 D Sport Edition,0 km - 10000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Mercedes-Benz M-Class ML 350 CDI,2013,3600000,50000,Diesel,Individual,Automatic,First Owner,11.74,2987,254.8,5.0,Mercedes-Benz,M-Class,ML 350 CDI,40000 km - 50000 km,nan,10 kmpl - 15 kmpl
Ford Fiesta Classic 1.6 SXI Duratec,2008,285000,60000,Petrol,Individual,Manual,Second Owner,15.3,1596,99.6,5.0,Ford,Fiesta,Classic 1.6 SXI Duratec,50000 km - 60000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,465000,210000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,200000 km - 210000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
BMW 3 Series 320d Highline,2009,1100000,60000,Diesel,Individual,Automatic,Second Owner,16.07,1995,181.0,5.0,BMW,3,Series 320d Highline,50000 km - 60000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Volkswagen Vento Diesel Highline,2011,350000,110000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5.0,Volkswagen,Vento,Diesel Highline,100000 km - 110000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
Maruti Ertiga BSIV LXI,2017,600000,35000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7.0,Maruti,Ertiga,BSIV LXI,30000 km - 40000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Maruti Baleno Delta 1.2,2017,570000,35000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,Maruti,Baleno,Delta 1.2,30000 km - 40000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Alto K10 VXI,2016,325000,20000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti,Alto,K10 VXI,10000 km - 20000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Mahindra XUV500 AT W6 1.99 mHawk,2016,975000,54000,Diesel,Individual,Automatic,First Owner,16.0,1997,140.0,7.0,Mahindra,XUV500,AT W6 1.99 mHawk,50000 km - 60000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Hyundai i20 2015-2017 Sportz Option 1.2,2015,480000,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai,i20,2015-2017 Sportz Option 1.2,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Alto 800 Base,2014,185000,10300,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti,Alto,800 Base,10000 km - 20000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Hyundai Creta 1.6 CRDi AT SX Plus,2015,1050000,50000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5.0,Hyundai,Creta,1.6 CRDi AT SX Plus,40000 km - 50000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Maruti Baleno Alpha,2019,760000,3000,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5.0,Maruti,Baleno,Alpha,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2019,570000,5000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,5.0,Volkswagen,Polo,2015-2019 1.0 MPI Trendline,0 km - 10000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Maruti Baleno Alpha 1.2,2018,700000,13000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,Maruti,Baleno,Alpha 1.2,10000 km - 20000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Ford EcoSport 1.5 Ti VCT AT Titanium BSIV,2015,775000,30000,Petrol,Individual,Automatic,First Owner,15.63,1499,110.4,5.0,Ford,EcoSport,1.5 Ti VCT AT Titanium BSIV,20000 km - 30000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
BMW 7 Series 730Ld,2007,750000,60000,Diesel,Individual,Automatic,Second Owner,14.49,2993,258.0,5.0,BMW,7,Series 730Ld,50000 km - 60000 km,nan,10 kmpl - 15 kmpl
Chevrolet Spark 1.0 LS,2010,140000,100000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5.0,Chevrolet,Spark,1.0 LS,90000 km - 100000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Maruti Alto 800 Base,2016,220000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti,Alto,800 Base,30000 km - 40000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Hyundai Santro Xing (Non-AC),2013,184000,15000,Petrol,Individual,Manual,First Owner,0.0,1086,62.1,5.0,Hyundai,Santro,Xing (Non-AC),10000 km - 20000 km,1000 cc - 1100 cc,nan
Hyundai i20 2015-2017 Sportz 1.2,2017,440000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5.0,Hyundai,i20,2015-2017 Sportz 1.2,40000 km - 50000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai i20 Active 1.4 SX,2017,650000,80000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5.0,Hyundai,i20,Active 1.4 SX,70000 km - 80000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Mahindra TUV 300 T8 AMT,2017,660000,50000,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0,7.0,Mahindra,TUV,300 T8 AMT,40000 km - 50000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Eeco CNG 5 Seater AC BSIV,2017,380000,30000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5.0,Maruti,Eeco,CNG 5 Seater AC BSIV,20000 km - 30000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Toyota Corolla Altis Diesel D4DG,2012,415000,125000,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,5.0,Toyota,Corolla,Altis Diesel D4DG,120000 km - 130000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Hyundai i10 Magna 1.1L,2012,225000,110000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,Hyundai,i10,Magna 1.1L,100000 km - 110000 km,1000 cc - 1100 cc,15 kmpl - 20 kmpl
Maruti Ertiga VDI,2013,600000,30000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7.0,Maruti,Ertiga,VDI,20000 km - 30000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Ertiga ZDI,2014,620000,148000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7.0,Maruti,Ertiga,ZDI,140000 km - 150000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Mahindra TUV 300 T6 Plus,2016,750000,35000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,Mahindra,TUV,300 T6 Plus,30000 km - 40000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Hyundai Grand i10 Magna,2016,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5.0,Hyundai,Grand,i10 Magna,70000 km - 80000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Wagon R LX,2005,110000,110000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,Maruti,Wagon,R LX,100000 km - 110000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Tata Indica Vista TDI LS,2012,119000,95000,Diesel,Individual,Manual,Second Owner,19.4,1405,70.0,5.0,Tata,Indica,Vista TDI LS,90000 km - 100000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Honda Amaze S i-Dtech,2015,600000,25000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5.0,Honda,Amaze,S i-Dtech,20000 km - 30000 km,1400 cc - 1500 cc,25 kmpl - 30 kmpl
