brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,model,km_driven_binned,engine_binned,mileage_binned,max_power_binned
Maruti,2012,229999,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5.0,Alto,50000-59999,900-999,20-24.990000000000002,60-79
Mahindra,2013,500000,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Bolero,50000-59999,2500-2599,15-19.990000000000002,60-79
Honda,2019,840000,1500,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5.0,Jazz,0-9999,1100-1199,15-19.990000000000002,80-99
Volkswagen,2017,900000,74000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5.0,Vento,70000-79999,1400-1499,20-24.990000000000002,100-119
Honda,2017,650000,25000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5.0,Jazz,20000-29999,1100-1199,15-19.990000000000002,80-99
Honda,2016,650000,61915,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5.0,Jazz,60000-69999,1400-1499,25-29.990000000000002,80-99
Hyundai,2016,250000,110000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,EON,110000-119999,800-899,20-24.990000000000002,40-59
Volkswagen,2016,550000,70000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,5.0,Polo,70000-79999,1400-1499,20-24.990000000000002,80-99
Maruti,2007,250000,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248,75.0,5.0,Swift,150000-159999,1200-1299,15-19.990000000000002,60-79
Mahindra,2013,350000,110000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,7.0,Quanto,110000-119999,1400-1499,15-19.990000000000002,100-119
Chevrolet,2014,185000,90000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,5.0,Beat,90000-99999,900-999,25-29.990000000000002,40-59
Ford,2010,229999,120000,Petrol,Individual,Manual,Third Owner,15.6,1196,70.0,5.0,Figo,120000-129999,1100-1199,15-19.990000000000002,60-79
Toyota,2016,1000000,65000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8.0,Innova,60000-69999,2400-2499,10-14.99,100-119
Maruti,2019,490000,10000,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,5.0,Wagon,10000-19999,1100-1199,20-24.990000000000002,80-99
Hyundai,2009,150000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,i10,80000-89999,1100-1199,20-24.990000000000002,60-79
Maruti,2013,600000,184000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Ertiga,180000-189999,1200-1299,20-24.990000000000002,80-99
Maruti,2013,270000,80000,CNG,Individual,Manual,Second Owner,32.52,998,58.33,5.0,Wagon,80000-89999,900-999,30-34.99,40-59
Maruti,2005,60000,70000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5.0,Zen,70000-79999,900-999,15-19.990000000000002,60-79
Maruti,2008,150000,89000,Petrol,Individual,Manual,Second Owner,15.6,1586,104.68,5.0,SX4,80000-89999,1500-1599,15-19.990000000000002,100-119
Maruti,2013,525000,69000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5.0,Swift,60000-69999,1200-1299,20-24.990000000000002,60-79
Tata,2012,83000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,5.0,Indica,90000-99999,1300-1399,25-29.990000000000002,60-79
Hyundai,2017,300000,8000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,EON,0-9999,800-899,20-24.990000000000002,40-59
Hyundai,2012,350000,35000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5.0,i20,30000-39999,1100-1199,15-19.990000000000002,80-99
Hyundai,2011,300000,45000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5.0,i20,40000-49999,1100-1199,15-19.990000000000002,80-99
Fiat,2011,250000,30000,Diesel,Individual,Manual,First Owner,20.4,1248,91.2,5.0,Linea,30000-39999,1200-1299,20-24.990000000000002,80-99
Maruti,2006,114999,59000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,800,50000-59999,700-799,15-19.990000000000002,20-39
Maruti,2018,700000,6200,Petrol,Individual,Manual,First Owner,19.34,1462,103.0,7.0,Ertiga,0-9999,1400-1499,15-19.990000000000002,100-119
Maruti,2020,250000,120000,Petrol,Individual,Manual,Second Owner,21.63,998,67.0,5.0,Celerio,120000-129999,900-999,20-24.990000000000002,60-79
Maruti,2016,350000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Wagon,70000-79999,900-999,20-24.990000000000002,60-79
Maruti,1998,80000,70000,Petrol,Individual,Manual,First Owner,14.0,796,35.0,5.0,Omni,70000-79999,700-799,10-14.99,20-39
Mahindra,2017,850000,110000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7.0,Scorpio,110000-119999,2500-2599,15-19.990000000000002,60-79
Chevrolet,2007,90000,93000,Petrol,Individual,Manual,Third Owner,18.0,995,62.0,5.0,Spark,90000-99999,900-999,15-19.990000000000002,60-79
Chevrolet,2014,600000,110000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10.0,Tavera,110000-119999,2400-2499,10-14.99,60-79
Maruti,2007,135000,57000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Alto,50000-59999,700-799,15-19.990000000000002,40-59
Hyundai,2005,150000,120000,Petrol,Individual,Manual,First Owner,13.2,1495,94.0,5.0,Accent,120000-129999,1400-1499,10-14.99,80-99
Maruti,2009,240000,120000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5.0,Swift,120000-129999,1200-1299,15-19.990000000000002,80-99
Hyundai,2018,946000,60000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,5.0,Creta,60000-69999,1300-1399,20-24.990000000000002,80-99
Tata,2011,215000,70000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5.0,Indigo,70000-79999,1300-1399,20-24.990000000000002,60-79
Maruti,1999,50000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5.0,Zen,60000-69999,900-999,15-19.990000000000002,60-79
Honda,2013,310000,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5.0,Amaze,100000-109999,1400-1499,25-29.990000000000002,80-99
Hyundai,2008,220000,35000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,i10,30000-39999,1100-1199,20-24.990000000000002,60-79
Maruti,2008,195000,90000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5.0,Swift,90000-99999,1200-1299,15-19.990000000000002,60-79
Hyundai,2015,650000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,i20,50000-59999,1100-1199,15-19.990000000000002,80-99
Hyundai,2011,350000,98000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5.0,i20,90000-99999,1100-1199,15-19.990000000000002,80-99
Hyundai,2013,360000,30000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5.0,i20,30000-39999,1100-1199,15-19.990000000000002,80-99
Hyundai,2013,550000,50000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,5.0,Elantra,50000-59999,1700-1799,15-19.990000000000002,140-159
Hyundai,2016,490000,26000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Grand,20000-29999,1100-1199,15-19.990000000000002,80-99
Maruti,2011,195000,46000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Alto,40000-49999,700-799,15-19.990000000000002,40-59
Maruti,2010,125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5.0,Alto,80000-89999,700-799,15-19.990000000000002,40-59
Tata,2019,459999,10000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tiago,10000-19999,1100-1199,20-24.990000000000002,80-99
Maruti,2015,275000,16700,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Alto,10000-19999,700-799,20-24.990000000000002,40-59
Maruti,2018,680000,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Swift,70000-79999,1200-1299,25-29.990000000000002,60-79
Maruti,2015,600000,7967,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5.0,Swift,0-9999,1100-1199,20-24.990000000000002,80-99
Maruti,2018,720000,20000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5.0,Swift,20000-29999,1100-1199,20-24.990000000000002,80-99
Renault,2016,356000,9656,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,KWID,0-9999,700-799,25-29.990000000000002,40-59
Hyundai,2011,225000,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,i10,50000-59999,1000-1099,15-19.990000000000002,60-79
Ford,2019,725000,17000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,5.0,Freestyle,10000-19999,1400-1499,20-24.990000000000002,80-99
Chevrolet,2010,130000,50000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5.0,Spark,50000-59999,900-999,15-19.990000000000002,60-79
Renault,2015,300000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,KWID,10000-19999,700-799,25-29.990000000000002,40-59
Hyundai,2013,400000,43000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5.0,i20,40000-49999,1100-1199,15-19.990000000000002,80-99
Hyundai,2013,550000,50000,Diesel,Individual,Manual,First Owner,23.5,1396,88.7,5.0,Verna,50000-59999,1300-1399,20-24.990000000000002,80-99
Maruti,2006,120000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.0,5.0,Wagon,90000-99999,900-999,15-19.990000000000002,60-79
Mahindra,2012,409999,100000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,8.0,Xylo,100000-109999,2400-2499,10-14.99,100-119
Hyundai,2010,110000,80000,Petrol,Individual,Manual,Second Owner,0.0,1086,62.1,5.0,Santro,80000-89999,1000-1099,0-4.99,60-79
Mahindra,2012,450000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Bolero,120000-129999,2500-2599,15-19.990000000000002,60-79
Maruti,2019,610000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,Swift,0-9999,1100-1199,20-24.990000000000002,80-99
Ford,2016,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5.0,Ecosport,60000-69999,1400-1499,20-24.990000000000002,80-99
Ford,2018,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5.0,EcoSport,30000-39999,1400-1499,20-24.990000000000002,80-99
Nissan,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498,104.55,5.0,Kicks,10000-19999,1400-1499,10-14.99,100-119
Ford,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.05,5.0,Figo,80000-89999,1300-1399,20-24.990000000000002,60-79
Ford,2017,500000,62960,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5.0,Figo,60000-69999,1400-1499,25-29.990000000000002,80-99
Maruti,2017,600000,26634,Petrol,Dealer,Automatic,First Owner,21.21,1197,81.8,5.0,Swift,20000-29999,1100-1199,20-24.990000000000002,80-99
Ford,2012,195000,163720,Diesel,Dealer,Manual,First Owner,18.5,1399,68.0,5.0,Figo,160000-169999,1300-1399,15-19.990000000000002,60-79
Maruti,2012,265000,67998,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5.0,Wagon,60000-69999,900-999,15-19.990000000000002,60-79
Ford,2018,650000,20706,Diesel,Dealer,Manual,First Owner,23.8,1499,98.63,5.0,Freestyle,20000-29999,1400-1499,20-24.990000000000002,80-99
Ford,2015,415000,100581,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5.0,Figo,100000-109999,1400-1499,25-29.990000000000002,80-99
Renault,2015,600000,67303,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5.0,Duster,60000-69999,1400-1499,20-24.990000000000002,80-99
Maruti,2013,340000,79139,Petrol,Dealer,Manual,First Owner,18.5,1197,85.8,5.0,Ritz,70000-79999,1100-1199,15-19.990000000000002,80-99
Hyundai,2014,350000,84784,Diesel,Dealer,Manual,First Owner,24.0,1120,70.0,5.0,Grand,80000-89999,1100-1199,20-24.990000000000002,60-79
Maruti,2012,265000,130376,Diesel,Dealer,Manual,Second Owner,23.2,1248,73.94,5.0,Ritz,130000-139999,1200-1299,20-24.990000000000002,60-79
Tata,2017,625000,72000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7.0,Safari,70000-79999,2100-2199,10-14.99,120-139
Hyundai,2008,245000,127000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5.0,Verna,120000-129999,1400-1499,15-19.990000000000002,100-119
Maruti,2014,395000,120000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Swift,120000-129999,1200-1299,25-29.990000000000002,60-79
Hyundai,2014,490000,100000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5.0,Xcent,100000-109999,1100-1199,20-24.990000000000002,60-79
Maruti,2018,955000,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Ertiga,40000-49999,1200-1299,20-24.990000000000002,80-99
Maruti,2013,525000,110000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Swift,110000-119999,1200-1299,20-24.990000000000002,60-79
Tata,2017,550000,30000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5.0,Tigor,30000-39999,1100-1199,20-24.990000000000002,80-99
Tata,2014,200000,120000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,5.0,Indica,120000-129999,1400-1499,15-19.990000000000002,60-79
Ford,2017,500000,15000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5.0,Figo,10000-19999,1100-1199,15-19.990000000000002,80-99
Maruti,2016,825000,33500,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5.0,SX4,30000-39999,1200-1299,20-24.990000000000002,80-99
Mahindra,2012,250000,70000,Diesel,Individual,Manual,First Owner,17.21,1493,100.0,7.0,Quanto,70000-79999,1400-1499,15-19.990000000000002,100-119
Toyota,2015,600000,10000,Petrol,Individual,Manual,First Owner,18.16,1197,78.8,5.0,Etios,10000-19999,1100-1199,15-19.990000000000002,60-79
Mahindra,2018,1325000,22053,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,7.0,Scorpio,20000-29999,2100-2199,15-19.990000000000002,120-139
Mahindra,2016,770000,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,TUV,50000-59999,1400-1499,15-19.990000000000002,100-119
Chevrolet,2011,415000,78432,Diesel,Individual,Manual,First Owner,16.52,1991,123.7,5.0,Optra,70000-79999,1900-1999,15-19.990000000000002,120-139
Hyundai,2011,825000,125000,Diesel,Individual,Manual,Second Owner,14.66,2199,194.3,7.0,Santa,120000-129999,2100-2199,10-14.99,180-199
Ford,2018,530000,80000,Diesel,Individual,Manual,First Owner,26.1,1498,99.23,5.0,Aspire,80000-89999,1400-1499,25-29.990000000000002,80-99
Toyota,2006,425000,270000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8.0,Innova,270000-279999,2400-2499,10-14.99,100-119
Honda,2012,310000,50000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,5.0,Brio,50000-59999,1100-1199,15-19.990000000000002,80-99
Tata,2017,390000,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tiago,20000-29999,1100-1199,20-24.990000000000002,80-99
Hyundai,2016,700000,30000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5.0,Creta,30000-39999,1500-1599,15-19.990000000000002,120-139
Hyundai,2010,200000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5.0,i10,70000-79999,1000-1099,15-19.990000000000002,60-79
Toyota,2013,1050000,7200,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8.0,Innova,0-9999,2400-2499,10-14.99,100-119
Honda,2014,580000,97000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5.0,City,90000-99999,1400-1499,25-29.990000000000002,80-99
Hyundai,2014,200000,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,EON,60000-69999,800-899,20-24.990000000000002,40-59
Chevrolet,2013,245000,25000,Petrol,Individual,Manual,First Owner,18.2,1199,84.8,5.0,Sail,20000-29999,1100-1199,15-19.990000000000002,80-99
Hyundai,2010,210000,94000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,i10,90000-99999,1100-1199,20-24.990000000000002,60-79
Maruti,2005,50000,90000,Petrol,Individual,Manual,Second Owner,15.4,1590,94.0,5.0,Baleno,90000-99999,1500-1599,15-19.990000000000002,80-99
Chevrolet,2012,700000,50000,Diesel,Individual,Automatic,Second Owner,12.12,2231,184.0,7.0,Captiva,50000-59999,2200-2299,10-14.99,180-199
Tata,2019,660000,35000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5.0,Bolt,30000-39999,1200-1299,20-24.990000000000002,60-79
Honda,2015,630000,117500,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5.0,City,110000-119999,1400-1499,15-19.990000000000002,100-119
Mahindra,2012,950000,78500,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,XUV500,70000-79999,2100-2199,15-19.990000000000002,140-159
Hyundai,2018,740000,8000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,i20,0-9999,1100-1199,15-19.990000000000002,80-99
Ford,2017,570000,25000,Petrol,Individual,Manual,First Owner,18.12,1196,86.8,5.0,Figo,20000-29999,1100-1199,15-19.990000000000002,80-99
Hyundai,2012,450000,60000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5.0,Verna,60000-69999,1500-1599,20-24.990000000000002,120-139
Datsun,2019,390000,10000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5.0,RediGO,10000-19999,900-999,20-24.990000000000002,60-79
Ford,2009,180000,70000,Petrol,Individual,Manual,Second Owner,14.2,1597,92.0,5.0,Ikon,70000-79999,1500-1599,10-14.99,80-99
Tata,2015,130000,60000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,4.0,Nano,60000-69999,600-699,25-29.990000000000002,20-39
Honda,2006,270000,70000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5.0,City,70000-79999,1400-1499,15-19.990000000000002,60-79
Maruti,1997,60000,25000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4.0,800,20000-29999,700-799,15-19.990000000000002,20-39
Hyundai,2006,170000,90000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,5.0,Verna,90000-99999,1500-1599,10-14.99,100-119
Hyundai,2015,978999,90000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Creta,90000-99999,1500-1599,15-19.990000000000002,120-139
Tata,2018,490000,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tiago,20000-29999,1100-1199,20-24.990000000000002,80-99
Ford,2012,280000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,88.7,5.0,Fiesta,60000-69999,1400-1499,20-24.990000000000002,80-99
Tata,2018,390000,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tiago,20000-29999,1100-1199,20-24.990000000000002,80-99
Maruti,2013,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796,47.3,5.0,Alto,60000-69999,700-799,20-24.990000000000002,40-59
Chevrolet,2008,45000,70000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5.0,Spark,70000-79999,900-999,15-19.990000000000002,60-79
Maruti,2016,640000,80000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7.0,Ertiga,80000-89999,1200-1299,20-24.990000000000002,80-99
Mahindra,2015,650000,110000,Diesel,Individual,Manual,Second Owner,15.4,2523,75.0,9.0,Scorpio,110000-119999,2500-2599,15-19.990000000000002,60-79
Mahindra,2013,500000,115717,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9.0,Scorpio,110000-119999,2100-2199,10-14.99,120-139
Ford,2008,90000,110000,Diesel,Individual,Manual,Second Owner,17.7,1399,68.0,5.0,Fusion,110000-119999,1300-1399,15-19.990000000000002,60-79
Tata,2014,480000,70000,Diesel,Individual,Manual,Second Owner,15.05,2179,147.9,7.0,Aria,70000-79999,2100-2199,15-19.990000000000002,140-159
Maruti,2019,630000,4000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,Swift,0-9999,1100-1199,20-24.990000000000002,80-99
Hyundai,2011,250000,50000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,i10,50000-59999,1100-1199,20-24.990000000000002,60-79
Hyundai,2016,330000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1197,82.0,5.0,Grand,70000-79999,1100-1199,15-19.990000000000002,80-99
Hyundai,2009,180000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,i10,70000-79999,1100-1199,20-24.990000000000002,60-79
Hyundai,2010,210000,50000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,5.0,i20,50000-59999,1100-1199,15-19.990000000000002,80-99
Maruti,2016,550000,55000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Swift,50000-59999,1200-1299,25-29.990000000000002,60-79
Tata,2020,950000,5000,Petrol,Individual,Automatic,First Owner,17.0,1198,108.5,5.0,Nexon,0-9999,1100-1199,15-19.990000000000002,100-119
Mahindra,2013,430000,100000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7.0,Bolero,100000-109999,2500-2599,15-19.990000000000002,60-79
Hyundai,2014,348000,23000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,i10,20000-29999,1100-1199,20-24.990000000000002,60-79
Maruti,2014,196000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Alto,60000-69999,700-799,20-24.990000000000002,40-59
Maruti,2010,150000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5.0,Wagon,70000-79999,1000-1099,15-19.990000000000002,60-79
Maruti,2009,150000,60000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5.0,Wagon,60000-69999,1000-1099,15-19.990000000000002,60-79
Tata,2019,1250000,100000,Diesel,Individual,Manual,First Owner,14.1,2179,153.86,7.0,Safari,100000-109999,2100-2199,10-14.99,140-159
Maruti,2015,600000,90000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7.0,Ertiga,90000-99999,1200-1299,20-24.990000000000002,80-99
Tata,2010,65000,26432,Petrol,Dealer,Manual,First Owner,25.4,624,37.48,4.0,Nano,20000-29999,600-699,25-29.990000000000002,20-39
Maruti,2016,220000,46702,Petrol,Dealer,Manual,First Owner,16.8,796,34.2,8.0,Omni,40000-49999,700-799,15-19.990000000000002,20-39
Maruti,2016,220000,46706,Petrol,Dealer,Manual,First Owner,16.8,796,34.2,8.0,Omni,40000-49999,700-799,15-19.990000000000002,20-39
